lsoa code (2011),lsoa code (2021),rural urban
E01030084,E01030084,Rural town and fringe
E01030085,E01030085,Rural town and fringe
E01030086,E01030086,Rural village and dispersed
E01030087,E01030087,Rural village and dispersed
E01030088,E01030088,Rural village and dispersed
E01030089,E01030089,Rural town and fringe
E01030090,E01030090,Rural village and dispersed
E01030091,E01030091,Urban city and town
E01030092,E01030092,Urban city and town
E01030093,E01030093,Urban city and town
E01030094,E01030094,Rural village and dispersed
E01030095,E01030095,Rural village and dispersed
E01030096,E01030096,Rural village and dispersed
E01030097,E01030097,Rural village and dispersed
E01030098,E01030098,Rural town and fringe
E01030099,E01030099,Rural village and dispersed
E01030100,E01030100,Rural village and dispersed
E01030101,E01030101,Rural town and fringe
E01030103,E01034572,Urban city and town
E01030104,E01030104,Rural village and dispersed
E01030105,E01030105,Urban city and town
E01030106,E01030106,Urban city and town
E01030107,E01030107,Urban city and town
E01030108,E01030108,Urban city and town
E01030109,E01030109,Urban city and town
E01030110,E01030110,Urban city and town
E01030111,E01030111,Urban city and town
E01030112,E01030112,Urban city and town
E01030113,E01030113,Urban city and town
E01030114,E01030114,Urban city and town
E01030115,E01030115,Urban city and town
E01030116,E01030116,Urban city and town
E01030117,E01030117,Urban city and town
E01030118,E01030118,Urban city and town
E01030119,E01030119,Rural village and dispersed
E01030120,E01034575,Rural village and dispersed
E01030121,E01030121,Rural town and fringe
E01030122,E01030122,Rural town and fringe
E01030123,E01030123,Urban city and town
E01030124,E01030124,Urban city and town
E01030125,E01030125,Urban city and town
E01030127,E01030127,Urban city and town
E01030128,E01030128,Urban city and town
E01030129,E01030129,Urban city and town
E01030130,E01030130,Urban city and town
E01030131,E01030131,Urban city and town
E01030132,E01030132,Rural village and dispersed
E01030133,E01030133,Rural village and dispersed
E01030134,E01030134,Rural village and dispersed
E01030135,E01030135,Rural village and dispersed
E01030137,E01030137,Urban city and town
E01030138,E01030138,Rural village and dispersed
E01030139,E01030139,Urban city and town
E01030140,E01030140,Urban city and town
E01030141,E01030141,Urban city and town
E01030142,E01030142,Urban city and town
E01030143,E01030143,Urban city and town
E01030144,E01030144,Urban city and town
E01030145,E01030145,Rural town and fringe
E01030146,E01030146,Rural town and fringe
E01030147,E01030147,Urban city and town
E01030148,E01030148,Urban city and town
E01030149,E01030149,Urban city and town
E01030150,E01030150,Rural village and dispersed
E01030151,E01030151,Rural village and dispersed
E01030152,E01030152,Rural village and dispersed in a sparse setting
E01030153,E01030153,Rural town and fringe in a sparse setting
E01030154,E01030154,Rural village and dispersed
E01030155,E01030155,Urban city and town
E01030158,E01030158,Urban city and town
E01030159,E01030159,Urban city and town
E01030160,E01030160,Urban city and town
E01030161,E01030161,Urban city and town
E01030162,E01030162,Urban city and town
E01030163,E01030163,Urban city and town
E01030164,E01030164,Urban city and town
E01030165,E01030165,Urban city and town
E01030166,E01030166,Urban city and town
E01030167,E01030167,Urban city and town
E01030168,E01030168,Urban city and town
E01030169,E01030169,Urban city and town
E01030170,E01030170,Urban city and town
E01030171,E01030171,Urban city and town
E01030172,E01030172,Rural town and fringe
E01030173,E01030173,Rural town and fringe
E01030174,E01030174,Rural village and dispersed
E01030175,E01030175,Rural village and dispersed
E01030176,E01030176,Rural village and dispersed
E01030179,E01030179,Urban city and town
E01030180,E01030180,Urban city and town
E01030181,E01030181,Urban city and town
E01030183,E01030183,Urban city and town
E01030184,E01030184,Urban city and town
E01030185,E01030185,Urban city and town
E01030186,E01030186,Rural village and dispersed
E01030187,E01030187,Rural town and fringe in a sparse setting
E01030188,E01030188,Rural town and fringe in a sparse setting
E01030189,E01030189,Rural town and fringe in a sparse setting
E01030190,E01030190,Urban city and town
E01030191,E01030191,Urban city and town
E01030192,E01030192,Urban city and town
E01030193,E01030193,Rural village and dispersed
E01030194,E01030194,Urban city and town
E01030195,E01030195,Urban city and town
E01030196,E01030196,Urban city and town
E01030197,E01030197,Rural village and dispersed
E01030198,E01030198,Rural village and dispersed
E01030199,E01030199,Rural village and dispersed
E01030200,E01030200,Rural village and dispersed
E01030201,E01030201,Rural village and dispersed
E01030203,E01030203,Urban city and town
E01030204,E01030204,Urban city and town
E01030205,E01030205,Urban city and town
E01030206,E01030206,Urban city and town
E01030207,E01030207,Urban city and town
E01030208,E01030208,Rural village and dispersed
E01030209,E01030209,Rural town and fringe
E01030210,E01030210,Rural town and fringe
E01030211,E01030211,Urban city and town
E01030212,E01030212,Rural village and dispersed
E01030214,E01030214,Urban city and town
E01030215,E01030215,Urban city and town
E01030216,E01030216,Urban city and town
E01030217,E01030217,Rural village and dispersed
E01030218,E01030218,Urban city and town
E01030219,E01030219,Rural village and dispersed
E01030220,E01030220,Rural town and fringe
E01030221,E01030221,Rural village and dispersed
E01030222,E01030222,Rural village and dispersed
E01030223,E01030223,Urban city and town
E01030224,E01030224,Urban city and town
E01030225,E01030225,Urban city and town
E01030226,E01030226,Urban city and town
E01030227,E01030227,Urban city and town
E01030228,E01030228,Urban city and town
E01030229,E01030229,Rural village and dispersed
E01030230,E01030230,Rural town and fringe
E01030231,E01030231,Rural town and fringe
E01030232,E01030232,Rural town and fringe
E01030233,E01030233,Urban city and town
E01030234,E01030234,Urban city and town
E01030235,E01030235,Urban city and town
E01030236,E01030236,Urban city and town
E01030237,E01030237,Urban city and town
E01030238,E01030238,Urban city and town
E01030239,E01030239,Urban city and town
E01030240,E01030240,Urban city and town
E01030241,E01030241,Urban city and town
E01030242,E01030242,Urban city and town
E01030243,E01030243,Rural town and fringe
E01030244,E01030244,Rural town and fringe
E01030245,E01030245,Rural town and fringe
E01030246,E01030246,Urban city and town
E01030247,E01030247,Urban city and town
E01030248,E01030248,Urban city and town
E01030249,E01030249,Urban city and town
E01030250,E01030250,Urban city and town
E01030251,E01030251,Rural town and fringe
E01030252,E01030252,Rural town and fringe
E01030253,E01030253,Rural town and fringe
E01030254,E01030254,Urban city and town
E01030255,E01030255,Urban city and town
E01030256,E01030256,Urban city and town
E01030257,E01030257,Urban city and town
E01030258,E01030258,Urban city and town
E01030259,E01030259,Rural village and dispersed
E01030260,E01030260,Rural village and dispersed
E01030261,E01030261,Urban city and town
E01030262,E01030262,Urban city and town
E01030263,E01030263,Urban city and town
E01030264,E01030264,Urban city and town
E01030265,E01030265,Urban city and town
E01030266,E01030266,Urban city and town
E01030267,E01030267,Urban city and town
E01030268,E01030268,Urban city and town
E01030269,E01030269,Urban city and town
E01030270,E01030270,Urban city and town
E01030271,E01030271,Urban city and town
E01030272,E01030272,Urban city and town
E01030273,E01030273,Urban city and town
E01030274,E01030274,Urban city and town
E01030275,E01030275,Urban city and town
E01030276,E01030276,Urban city and town
E01030277,E01030277,Urban city and town
E01030278,E01030278,Urban city and town
E01030279,E01030279,Urban city and town
E01030280,E01030280,Urban city and town
E01030281,E01030281,Urban city and town
E01030282,E01035154,Rural town and fringe
E01030283,E01030283,Rural town and fringe
E01030284,E01035154,Rural town and fringe
E01030285,E01030285,Rural village and dispersed
E01030286,E01030286,Rural village and dispersed
E01030287,E01030287,Urban city and town
E01030288,E01030288,Urban city and town
E01030289,E01030289,Urban city and town
E01030290,E01030290,Urban city and town
E01030291,E01030291,Urban city and town
E01030292,E01030292,Urban city and town
E01030293,E01030293,Urban city and town
E01030294,E01030294,Urban city and town
E01030295,E01030295,Rural village and dispersed
E01030296,E01030296,Urban major conurbation
E01030297,E01030297,Urban major conurbation
E01030298,E01030298,Urban major conurbation
E01030299,E01030299,Urban major conurbation
E01030300,E01030300,Urban city and town
E01030301,E01030301,Urban city and town
E01030302,E01030302,Urban city and town
E01030303,E01030303,Urban city and town
E01030304,E01030304,Urban city and town
E01030305,E01030305,Urban city and town
E01030306,E01030306,Urban city and town
E01030307,E01030307,Urban major conurbation
E01030308,E01030308,Urban major conurbation
E01030309,E01030309,Urban major conurbation
E01030310,E01030310,Urban major conurbation
E01030311,E01030311,Urban major conurbation
E01030312,E01030312,Urban major conurbation
E01030313,E01030313,Urban major conurbation
E01030314,E01030314,Urban major conurbation
E01030315,E01030315,Urban major conurbation
E01030316,E01030316,Urban major conurbation
E01030317,E01030317,Urban major conurbation
E01030318,E01030318,Urban city and town
E01030319,E01030319,Urban major conurbation
E01030320,E01030320,Urban major conurbation
E01030321,E01030321,Urban major conurbation
E01030322,E01030322,Urban major conurbation
E01030323,E01030323,Urban major conurbation
E01030324,E01030324,Urban major conurbation
E01030325,E01030325,Urban major conurbation
E01030326,E01030326,Urban major conurbation
E01030327,E01030327,Urban major conurbation
E01030328,E01030328,Urban major conurbation
E01030329,E01030329,Urban major conurbation
E01030330,E01030330,Urban major conurbation
E01030331,E01030331,Urban major conurbation
E01030332,E01030332,Urban major conurbation
E01030333,E01030333,Urban major conurbation
E01030334,E01030334,Urban major conurbation
E01030335,E01030335,Urban major conurbation
E01030336,E01030336,Urban major conurbation
E01030337,E01030337,Urban major conurbation
E01030338,E01030338,Urban major conurbation
E01030339,E01030339,Urban major conurbation
E01030340,E01030340,Urban major conurbation
E01030341,E01030341,Urban major conurbation
E01030342,E01030342,Urban city and town
E01030343,E01030343,Urban city and town
E01030344,E01030344,Urban city and town
E01030345,E01030345,Urban city and town
E01030346,E01030346,Urban major conurbation
E01030347,E01030347,Urban major conurbation
E01030348,E01030348,Urban major conurbation
E01030349,E01030349,Urban major conurbation
E01030350,E01030350,Urban major conurbation
E01030351,E01030351,Urban major conurbation
E01030352,E01030352,Urban major conurbation
E01030353,E01030353,Urban major conurbation
E01030354,E01030354,Urban major conurbation
E01030355,E01030355,Urban major conurbation
E01030356,E01030356,Urban major conurbation
E01030357,E01030357,Urban major conurbation
E01030358,E01030358,Urban major conurbation
E01030359,E01034286,Urban major conurbation
E01030360,E01030360,Urban major conurbation
E01030361,E01030361,Urban major conurbation
E01030362,E01030362,Rural town and fringe
E01030363,E01030363,Urban major conurbation
E01030364,E01030364,Urban major conurbation
E01030365,E01030365,Urban major conurbation
E01030366,E01030366,Urban major conurbation
E01030367,E01030367,Urban major conurbation
E01030368,E01030368,Urban major conurbation
E01030369,E01030369,Urban major conurbation
E01030370,E01030370,Urban major conurbation
E01030371,E01030371,Urban major conurbation
E01030372,E01030372,Urban major conurbation
E01030373,E01030373,Urban major conurbation
E01030374,E01030374,Urban major conurbation
E01030375,E01030375,Urban major conurbation
E01030376,E01030376,Urban major conurbation
E01030377,E01030377,Urban major conurbation
E01030378,E01030378,Urban major conurbation
E01030379,E01030379,Urban major conurbation
E01030380,E01030380,Urban major conurbation
E01030381,E01030381,Urban major conurbation
E01030382,E01030382,Urban major conurbation
E01030383,E01034288,Urban major conurbation
E01030384,E01030384,Urban major conurbation
E01030385,E01030385,Urban major conurbation
E01030386,E01030386,Urban major conurbation
E01030387,E01030387,Urban major conurbation
E01030388,E01030388,Urban major conurbation
E01030389,E01030389,Urban major conurbation
E01030390,E01030390,Urban major conurbation
E01030391,E01030391,Urban major conurbation
E01030392,E01030392,Urban major conurbation
E01030393,E01030393,Urban major conurbation
E01030394,E01030394,Urban major conurbation
E01030395,E01030395,Urban major conurbation
E01030396,E01030396,Urban major conurbation
E01030398,E01030398,Urban major conurbation
E01030399,E01030399,Urban major conurbation
E01030400,E01030400,Urban major conurbation
E01030401,E01030401,Urban major conurbation
E01030402,E01030402,Urban major conurbation
E01030403,E01030403,Urban major conurbation
E01030404,E01030404,Urban major conurbation
E01030405,E01030405,Rural town and fringe
E01030406,E01030406,Urban major conurbation
E01030407,E01030407,Urban major conurbation
E01030408,E01030408,Urban major conurbation
E01030409,E01030409,Urban major conurbation
E01030410,E01030410,Urban major conurbation
E01030411,E01034290,Urban major conurbation
E01030412,E01030412,Urban major conurbation
E01030413,E01030413,Urban major conurbation
E01030414,E01030414,Urban major conurbation
E01030415,E01030415,Urban major conurbation
E01030416,E01030416,Urban major conurbation
E01030417,E01030417,Urban major conurbation
E01030418,E01030418,Rural town and fringe
E01030419,E01030419,Urban major conurbation
E01030420,E01030420,Urban major conurbation
E01030421,E01030421,Urban city and town
E01030422,E01030422,Urban city and town
E01030423,E01030423,Urban city and town
E01030424,E01030424,Urban city and town
E01030425,E01030425,Urban city and town
E01030426,E01030426,Urban city and town
E01030427,E01030427,Urban city and town
E01030428,E01030428,Urban city and town
E01030429,E01030429,Urban city and town
E01030430,E01030430,Urban city and town
E01030431,E01030431,Urban city and town
E01030432,E01030432,Urban city and town
E01030433,E01030433,Urban city and town
E01030434,E01030434,Urban city and town
E01030435,E01030435,Urban city and town
E01030436,E01030436,Urban city and town
E01030437,E01030437,Urban city and town
E01030438,E01030438,Urban city and town
E01030439,E01030439,Urban city and town
E01030440,E01030440,Rural village and dispersed
E01030441,E01030441,Rural village and dispersed
E01030442,E01030442,Rural village and dispersed
E01030443,E01030443,Rural town and fringe
E01030444,E01030444,Rural village and dispersed
E01030445,E01030445,Rural village and dispersed
E01030446,E01030446,Urban city and town
E01030447,E01030447,Urban city and town
E01030448,E01030448,Urban city and town
E01030449,E01030449,Urban city and town
E01030450,E01030450,Urban city and town
E01030451,E01030451,Urban city and town
E01030452,E01030452,Urban city and town
E01030453,E01030453,Urban city and town
E01030454,E01030454,Urban city and town
E01030455,E01030455,Urban city and town
E01030456,E01030456,Urban city and town
E01030457,E01030457,Urban city and town
E01030458,E01030458,Rural village and dispersed
E01030459,E01030459,Rural town and fringe
E01030460,E01030460,Urban city and town
E01030461,E01030461,Urban city and town
E01030462,E01030462,Urban city and town
E01030463,E01030463,Urban city and town
E01030464,E01030464,Urban city and town
E01030465,E01030465,Rural village and dispersed
E01030466,E01030466,Rural village and dispersed
E01030467,E01030467,Urban city and town
E01030468,E01030468,Urban city and town
E01030469,E01030469,Urban city and town
E01030470,E01030470,Urban city and town
E01030471,E01030471,Rural village and dispersed
E01030472,E01030472,Rural village and dispersed
E01030473,E01030473,Urban city and town
E01030474,E01030474,Urban city and town
E01030475,E01030475,Rural village and dispersed
E01030476,E01030476,Rural town and fringe
E01030477,E01030477,Rural town and fringe
E01030478,E01030478,Rural village and dispersed
E01030479,E01030479,Rural town and fringe
E01030480,E01030480,Urban city and town
E01030481,E01030481,Urban city and town
E01030482,E01030482,Urban city and town
E01030483,E01030483,Urban city and town
E01030484,E01030484,Urban city and town
E01030485,E01030485,Urban city and town
E01030486,E01030486,Urban city and town
E01030487,E01030487,Urban city and town
E01030488,E01030488,Urban city and town
E01030489,E01030489,Urban city and town
E01030490,E01030490,Rural village and dispersed
E01030491,E01030491,Rural village and dispersed
E01030492,E01030492,Rural village and dispersed
E01030493,E01030493,Urban city and town
E01030494,E01030494,Urban city and town
E01030495,E01030495,Urban city and town
E01030496,E01030496,Urban city and town
E01030497,E01030497,Urban city and town
E01030498,E01030498,Urban city and town
E01030499,E01030499,Rural town and fringe
E01030500,E01030500,Urban city and town
E01030501,E01030501,Urban city and town
E01030502,E01030502,Rural town and fringe
E01030503,E01030503,Urban city and town
E01030504,E01030504,Urban city and town
E01030505,E01030505,Urban major conurbation
E01030506,E01030506,Urban major conurbation
E01030507,E01030507,Urban major conurbation
E01030508,E01030508,Urban major conurbation
E01030509,E01030509,Urban major conurbation
E01030510,E01030510,Urban major conurbation
E01030511,E01030511,Urban major conurbation
E01030512,E01030512,Urban major conurbation
E01030513,E01030513,Urban major conurbation
E01030514,E01030514,Urban major conurbation
E01030515,E01030515,Rural town and fringe
E01030516,E01030516,Urban major conurbation
E01030517,E01030517,Urban major conurbation
E01030518,E01030518,Urban major conurbation
E01030519,E01030519,Urban major conurbation
E01030520,E01030520,Urban major conurbation
E01030521,E01030521,Urban major conurbation
E01030522,E01030522,Urban major conurbation
E01030523,E01030523,Urban major conurbation
E01030524,E01030524,Rural town and fringe
E01030525,E01030525,Rural village and dispersed
E01030526,E01030526,Rural town and fringe
E01030527,E01030527,Rural village and dispersed
E01030528,E01030528,Rural village and dispersed
E01030529,E01030529,Rural village and dispersed
E01030530,E01030530,Rural village and dispersed
E01030531,E01030531,Rural village and dispersed
E01030532,E01030532,Urban city and town
E01030533,E01030533,Urban city and town
E01030534,E01030534,Urban city and town
E01030535,E01030535,Urban city and town
E01030536,E01030536,Urban city and town
E01030537,E01030537,Urban city and town
E01030538,E01030538,Urban city and town
E01030539,E01030539,Urban major conurbation
E01030540,E01030540,Urban major conurbation
E01030541,E01030541,Urban major conurbation
E01030542,E01030542,Urban major conurbation
E01030543,E01030543,Urban major conurbation
E01030544,E01030544,Rural village and dispersed
E01030545,E01030545,Urban city and town
E01030546,E01030546,Urban city and town
E01030547,E01030547,Urban city and town
E01030548,E01030548,Urban major conurbation
E01030549,E01030549,Urban major conurbation
E01030550,E01030550,Urban major conurbation
E01030551,E01030551,Urban major conurbation
E01030552,E01030552,Urban major conurbation
E01030553,E01030553,Urban major conurbation
E01030554,E01030554,Urban major conurbation
E01030555,E01030555,Rural village and dispersed
E01030556,E01030556,Urban city and town
E01030557,E01030557,Rural village and dispersed
E01030558,E01030558,Rural town and fringe
E01030559,E01030559,Urban major conurbation
E01030560,E01030560,Urban major conurbation
E01030561,E01030561,Urban major conurbation
E01030562,E01030562,Urban major conurbation
E01030563,E01030563,Urban major conurbation
E01030564,E01030564,Urban major conurbation
E01030565,E01030565,Urban major conurbation
E01030566,E01030566,Urban major conurbation
E01030567,E01030567,Urban city and town
E01030568,E01030568,Urban major conurbation
E01030569,E01030569,Urban city and town
E01030570,E01030570,Urban city and town
E01030571,E01030571,Urban city and town
E01030572,E01030572,Urban city and town
E01030573,E01030573,Urban city and town
E01030574,E01030574,Urban city and town
E01030575,E01035361,Urban city and town
E01030576,E01030576,Urban city and town
E01030577,E01030577,Urban city and town
E01030578,E01030578,Urban city and town
E01030579,E01030579,Urban city and town
E01030580,E01030580,Urban city and town
E01030581,E01030581,Urban city and town
E01030582,E01030582,Urban city and town
E01030583,E01030583,Urban city and town
E01030584,E01035360,Urban city and town
E01030585,E01030585,Urban city and town
E01030586,E01030586,Urban city and town
E01030587,E01030587,Urban city and town
E01030588,E01030588,Urban city and town
E01030589,E01030589,Urban city and town
E01030590,E01030590,Rural town and fringe
E01030591,E01030591,Urban city and town
E01030592,E01030592,Urban major conurbation
E01030593,E01030593,Urban city and town
E01030594,E01030594,Urban city and town
E01030595,E01030595,Urban city and town
E01030596,E01030596,Urban city and town
E01030597,E01030597,Urban city and town
E01030598,E01030598,Urban city and town
E01030599,E01030599,Urban city and town
E01030600,E01030600,Urban city and town
E01030601,E01030601,Urban city and town
E01030602,E01030602,Urban city and town
E01030603,E01030603,Urban major conurbation
E01030604,E01030604,Urban major conurbation
E01030605,E01030605,Urban major conurbation
E01030606,E01030606,Urban major conurbation
E01030607,E01030607,Urban major conurbation
E01030608,E01030608,Urban major conurbation
E01030609,E01030609,Urban major conurbation
E01030610,E01030610,Urban city and town
E01030611,E01035356,Urban city and town
E01030612,E01035357,Urban city and town
E01030613,E01030613,Urban city and town
E01030614,E01030614,Urban city and town
E01030615,E01030615,Urban city and town
E01030616,E01030616,Urban city and town
E01030617,E01030617,Urban city and town
E01030618,E01030618,Urban city and town
E01030619,E01030619,Urban city and town
E01030620,E01030620,Urban city and town
E01030621,E01030621,Urban city and town
E01030622,E01030622,Urban city and town
E01030623,E01030623,Urban city and town
E01030624,E01030624,Urban city and town
E01030625,E01030625,Urban city and town
E01030626,E01030626,Urban city and town
E01030627,E01030627,Urban city and town
E01030628,E01030628,Urban city and town
E01030629,E01030629,Urban city and town
E01030630,E01030630,Urban city and town
E01030631,E01030631,Urban city and town
E01030632,E01030632,Urban city and town
E01030633,E01030633,Urban city and town
E01030634,E01030634,Urban city and town
E01030635,E01030635,Urban city and town
E01030636,E01030636,Urban major conurbation
E01030637,E01030637,Urban major conurbation
E01030638,E01030638,Urban major conurbation
E01030639,E01030639,Urban major conurbation
E01030640,E01030640,Urban major conurbation
E01030641,E01030641,Urban major conurbation
E01030642,E01030642,Urban major conurbation
E01030643,E01030643,Urban major conurbation
E01030644,E01030644,Urban major conurbation
E01030645,E01030645,Urban major conurbation
E01030646,E01030646,Urban major conurbation
E01030647,E01030647,Urban major conurbation
E01030648,E01030648,Urban major conurbation
E01030649,E01030649,Urban major conurbation
E01030650,E01030650,Urban major conurbation
E01030651,E01030651,Urban major conurbation
E01030652,E01030652,Urban major conurbation
E01030653,E01030653,Urban major conurbation
E01030654,E01030654,Urban major conurbation
E01030655,E01030655,Urban major conurbation
E01030656,E01030656,Urban major conurbation
E01030657,E01030657,Urban major conurbation
E01030658,E01030658,Urban major conurbation
E01030659,E01030659,Urban major conurbation
E01030660,E01030660,Urban major conurbation
E01030661,E01030661,Urban major conurbation
E01030662,E01030662,Urban major conurbation
E01030663,E01030663,Urban major conurbation
E01030664,E01030664,Urban major conurbation
E01030665,E01030665,Urban major conurbation
E01030666,E01030666,Urban major conurbation
E01030667,E01030667,Urban major conurbation
E01030668,E01030668,Urban major conurbation
E01030669,E01030669,Urban major conurbation
E01030670,E01030670,Urban major conurbation
E01030671,E01030671,Urban major conurbation
E01030672,E01030672,Urban major conurbation
E01030673,E01030673,Urban major conurbation
E01030674,E01030674,Urban major conurbation
E01030675,E01030675,Urban major conurbation
E01030676,E01030676,Urban major conurbation
E01030677,E01030677,Urban city and town
E01030678,E01030678,Urban major conurbation
E01030679,E01030679,Urban city and town
E01030680,E01030680,Urban city and town
E01030681,E01030681,Urban major conurbation
E01030682,E01030682,Urban major conurbation
E01030683,E01030683,Urban major conurbation
E01030684,E01030684,Urban major conurbation
E01030685,E01030685,Urban city and town
E01030686,E01030686,Urban major conurbation
E01030687,E01030687,Urban major conurbation
E01030688,E01030688,Urban major conurbation
E01030689,E01030689,Urban city and town
E01030690,E01030690,Urban city and town
E01030691,E01030691,Urban city and town
E01030692,E01030692,Urban city and town
E01030693,E01030693,Urban major conurbation
E01030694,E01030694,Urban major conurbation
E01030695,E01030695,Urban major conurbation
E01030696,E01030696,Urban major conurbation
E01030697,E01030697,Urban major conurbation
E01030698,E01030698,Urban major conurbation
E01030699,E01030699,Urban major conurbation
E01030700,E01030700,Urban major conurbation
E01030701,E01030701,Urban major conurbation
E01030702,E01030702,Urban major conurbation
E01030703,E01030703,Urban major conurbation
E01030704,E01030704,Urban major conurbation
E01030705,E01030705,Urban major conurbation
E01030706,E01030706,Urban major conurbation
E01030707,E01030707,Urban major conurbation
E01030708,E01030708,Urban major conurbation
E01030709,E01030709,Urban major conurbation
E01030710,E01030710,Urban major conurbation
E01030711,E01030711,Urban major conurbation
E01030712,E01030712,Urban major conurbation
E01030713,E01030713,Urban major conurbation
E01030714,E01030714,Urban major conurbation
E01030715,E01030715,Urban major conurbation
E01030716,E01030716,Urban major conurbation
E01030717,E01030717,Urban major conurbation
E01030718,E01030718,Urban major conurbation
E01030719,E01030719,Urban major conurbation
E01030720,E01030720,Urban major conurbation
E01030721,E01030721,Urban city and town
E01030722,E01030722,Urban major conurbation
E01030723,E01030723,Urban major conurbation
E01030724,E01030724,Urban major conurbation
E01030725,E01030725,Urban major conurbation
E01030726,E01030726,Urban major conurbation
E01030727,E01030727,Urban major conurbation
E01030728,E01030728,Urban major conurbation
E01030729,E01030729,Urban major conurbation
E01030730,E01030730,Urban major conurbation
E01030731,E01030731,Urban major conurbation
E01030732,E01030732,Urban major conurbation
E01030733,E01030733,Urban major conurbation
E01030734,E01030734,Urban major conurbation
E01030735,E01030735,Urban major conurbation
E01030736,E01034292,Urban major conurbation
E01030737,E01030737,Urban major conurbation
E01030738,E01030738,Urban major conurbation
E01030739,E01030739,Urban major conurbation
E01030740,E01030740,Urban major conurbation
E01030741,E01030741,Urban major conurbation
E01030742,E01030742,Urban major conurbation
E01030743,E01030743,Urban major conurbation
E01030744,E01030744,Urban major conurbation
E01030745,E01030745,Urban major conurbation
E01030746,E01030746,Urban major conurbation
E01030747,E01030747,Urban city and town
E01030748,E01030748,Urban major conurbation
E01030749,E01030749,Urban major conurbation
E01030750,E01030750,Urban major conurbation
E01030751,E01030751,Urban major conurbation
E01030752,E01030752,Urban major conurbation
E01030753,E01030753,Urban major conurbation
E01030754,E01030754,Urban major conurbation
E01030755,E01030755,Urban major conurbation
E01030756,E01030756,Urban major conurbation
E01030757,E01030757,Rural town and fringe
E01030758,E01030758,Rural town and fringe
E01030759,E01030759,Rural town and fringe
E01030760,E01030760,Rural town and fringe
E01030761,E01030761,Urban major conurbation
E01030762,E01030762,Urban major conurbation
E01030763,E01030763,Urban city and town
E01030764,E01030764,Urban city and town
E01030765,E01030765,Urban city and town
E01030766,E01030766,Urban city and town
E01030767,E01030767,Urban city and town
E01030768,E01030768,Urban city and town
E01030769,E01030769,Urban city and town
E01030770,E01030770,Urban city and town
E01030771,E01030771,Urban city and town
E01030772,E01030772,Urban city and town
E01030773,E01030773,Urban city and town
E01030774,E01030774,Urban city and town
E01030775,E01030775,Urban city and town
E01030776,E01030776,Urban city and town
E01030777,E01030777,Urban city and town
E01030778,E01030778,Rural town and fringe
E01030779,E01030779,Rural town and fringe
E01030780,E01030780,Rural town and fringe
E01030781,E01030781,Rural town and fringe
E01030782,E01030782,Urban city and town
E01030783,E01030783,Urban city and town
E01030784,E01030784,Urban city and town
E01030785,E01030785,Urban city and town
E01030786,E01030786,Urban city and town
E01030787,E01030787,Urban city and town
E01030788,E01030788,Urban city and town
E01030789,E01030789,Urban city and town
E01030790,E01030790,Urban city and town
E01030791,E01030791,Urban city and town
E01030792,E01030792,Urban city and town
E01030793,E01030793,Urban city and town
E01030794,E01030794,Urban city and town
E01030795,E01030795,Urban city and town
E01030796,E01030796,Urban city and town
E01030797,E01030797,Urban city and town
E01030798,E01030798,Urban city and town
E01030799,E01030799,Urban city and town
E01030800,E01030800,Urban city and town
E01030801,E01030801,Urban city and town
E01030802,E01030802,Urban city and town
E01030803,E01030803,Urban city and town
E01030804,E01030804,Urban city and town
E01030805,E01030805,Urban city and town
E01030806,E01030806,Urban city and town
E01030807,E01030807,Urban city and town
E01030808,E01030808,Urban city and town
E01030809,E01030809,Urban city and town
E01030810,E01030810,Urban city and town
E01030811,E01030811,Urban city and town
E01030812,E01030812,Rural town and fringe
E01030813,E01030813,Rural village and dispersed
E01030814,E01030814,Rural town and fringe
E01030815,E01030815,Rural town and fringe
E01030816,E01030816,Rural village and dispersed
E01030817,E01030817,Rural town and fringe
E01030818,E01030818,Rural town and fringe
E01030819,E01030819,Rural town and fringe
E01030820,E01030820,Urban major conurbation
E01030821,E01030821,Rural town and fringe
E01030822,E01030822,Urban city and town
E01030823,E01030823,Urban city and town
E01030824,E01030824,Rural town and fringe
E01030825,E01030825,Rural town and fringe
E01030826,E01030826,Rural town and fringe
E01030827,E01030827,Rural village and dispersed
E01030828,E01030828,Urban city and town
E01030829,E01030829,Urban major conurbation
E01030830,E01030830,Urban major conurbation
E01030831,E01030831,Urban city and town
E01030832,E01030832,Rural village and dispersed
E01030833,E01030833,Rural town and fringe
E01030834,E01030834,Rural town and fringe
E01030835,E01030835,Rural town and fringe
E01030836,E01030836,Urban city and town
E01030837,E01030837,Urban city and town
E01030838,E01030838,Urban city and town
E01030839,E01030839,Urban city and town
E01030840,E01030840,Urban city and town
E01030841,E01030841,Urban city and town
E01030842,E01030842,Urban city and town
E01030843,E01030843,Urban city and town
E01030844,E01030844,Urban major conurbation
E01030845,E01030845,Urban major conurbation
E01030846,E01030846,Urban major conurbation
E01030847,E01030847,Urban major conurbation
E01030848,E01030848,Urban major conurbation
E01030850,E01030850,Urban major conurbation
E01030851,E01030851,Urban major conurbation
E01030852,E01030852,Urban city and town
E01030853,E01030853,Urban major conurbation
E01030854,E01030854,Urban major conurbation
E01030855,E01030855,Urban major conurbation
E01030856,E01030856,Urban major conurbation
E01030857,E01030857,Urban major conurbation
E01030858,E01030858,Urban major conurbation
E01030859,E01030859,Urban major conurbation
E01030860,E01035364,Urban major conurbation
